review	rating
not worth 200 boyfriend going toronto lord rings 1 year anniversary , shopped decided cambridge suites , selling point boyfriend robes provided room , booked reservation phone late february early march , called beginning confirm reservation lost , confirmation number given old told , lost , looking bit figured looked best wasnt far theater , called rebooked , went check 300 deposit room , fine told head time like budget things didnt credit card , ended doing little juggling debit card credit card , like said wouldnt problem long told , outrageous amont deposit , use hottub nice night bed comfortable , liked large bathroom , oh yea , evening turn service didnt know , came room things replenished bed ready sleep chocolates weather report , didnt really need service nice touch little warning werent confused things moved nice , round ok experiance , stay , not sure , havent stayen toronto lot probably check places , stay make sure confirm	2
experience ok , breezes apr , 3 11th , 3 couples expectations trip not extreme , friends went couple years ago told ok . prepared , south vacation beach wonderfull , nice , white sands blue water waves fun , rooms rooms not impressed , floor days didn__Ç_é_ towels days toilets wasn__Ç_é_ working rooms no flushing telephone didn__Ç_é_ work morning water kept changing shower hot cold , morning maid didn__Ç_é_ nock door just barged saw someone .. left .. 9h morning no idea pas doing , cockroach cabinets , patio door open time came hole wall .. light fixture room , s so .. opinion rooms .. not good , food food not bad , fussy eater didn__Ç_é_ starve , went 3 la carte supers , french italian mexican no complaints , good , buffet different varieties meat pasta kids menu salad bread loved breakfast .. omelet bar fruits meat croissants cereals good , but .. nothing like home cooked meal .. hahastaff not complaints staff .. didn__Ç_é_ expect treated like queens kings , like read reviews .. not slaves , busy understood took extra minute served , friends entertainer/dancer , chapel , nice sincerely nice wasn__Ç_é_ selling haha .. excursions went 3 excursions , buggy ok . paid 50 took 3-4h .. driving streets guide , really got village , second catamaran .. paid 89 us ..we booked airtransat rep . 2h30 hours bus ride catamaran didn__Ç_é_ really enjoy , didn__Ç_é_ chance sit net people boat , interesting entertainer boat , again .. 2h30 bus ride resort , wouldn__Ç_é_ sure , did snorkeling james bond tour , great , 2 seated speed boats spot did half hour snorkeling guide couple , great , really nice .coming vacation monday night , bus plane ride home 12 peoples sick breezes , not know food poisoning plane ride long people getting sick .i recommend resort timers like ok trip	2
stayed 2003 service rooms ok ignored recent reviews , mistake , no told renovating shocked run hotel gotten 3 years , room not ready 6:00pm night realized no window room , concrete wall curtain , tropical paradise activities desk morning weather like , staff rude understaffed , jackhammers start 8:00am morning , 2 bath towels day , no face cloths , takes act congress , advertise things website like 4th night free rooms 139 gimmick it .the hotel starts room renovation december 2006 . 3 years trying property , hope refurbished rooms refurbish staff friendly people care	1
relaxed hortus stop long journey , rooms small did room saftey reasons bonus , room safe comforting know valuables ok . party atmosphere wasnt huge hortus relaxed joints shared common room , staff friendly helpful far hostel cook eggs morning , definately stay , time wouldjust choose busier time year	3
horrible experience terrible service experience worst , soon got hotel took wrong place , supposed stay grand paradise instead took club apparently didn__Ç_é_ rooms available group 69 people total eventhough reservation 6 months advance , club 7 minutes walking 3 minutes taking little train grand paradise main hotel activities restaurants located , club activities french restaurant .the rooms club disaster , bad smell leaky toilet poor lighting no decorations room no ac not towels , change rooms conditions not appropriate months old baby , second room got did not smell bad ac did not work , husband complained room no room given , bad service hotel taken level , terrible , didn__Ç_é_ consideration fact baby .the restaurants just bad service , got sick day , no bottled water food order la carte didn__Ç_é_ , point making reservations went restaurants didn__Ç_é_ wanted eat , service buffet bad , time went eat didn__Ç_é_ forks table , asked didn__Ç_é_ , thing happened asked drinks , it__Ç_é_ not language speak spanish fluently spanish language it__Ç_é_ not tipping tipped , bad service that__Ç_é_ it__Ç_é_ called .neither husband nor nor group recommend hotel anybody	1
spoilt bits , booked 4 night stay chedi husband surprise birthday treat reading positive reviews ta .as frequent travellers quite immune opulence , admit feeling overwhelmed wonderful resort , utmost privacy seclusion discreet butler service thanks intan , beautiful padi fields , not forgetting oh-so-relaxing spa treatments , eagerly anticipate return	5
location location location august 07 mom stayed hotel 8 days , greeted friendly staff offered free safety box , staying 19 th floor nice city view room quiet clean , hotel just 2 blocks paradise waikiki beach numerous good reasonable priced restaurants walking distance , questions attraction shopping tips talk hotel manager lendy helpful resourceful , time provides valuable info avout pcc cove paradise dance , room got cleaned daily ample toiletie bath towels time stay , air conditioner little noisy keeps comfortably cool , elevator amazingly quick unlike reviews read , consider 19 th floor n't wait long elevator , feel secure usually come hotel 10:00 p .m . feeling scared .one suggestion hotel owner hotel needs cosemic touch e .g new carpet hallway outside elevator new paint inside room brighten room decor wall painting	4
condado plaza mixed review condado plaza hotel casino mixture good bad , good staff members generally helpful accomodating concierge staff willing help , hotel management willing accomodate room change upgrade no additional charge .the pools tennis courts beautiful , hotel provide rackets balls no charge .not good hotel quite bit remodeling jackhammers 7am wake morning , jackhammers difficult enjoy pool , beach really public beach lagoon sorts overrun local teenagers .although furnishings materials top-notch workmanship hotel marginal , rooms huge gaps bathroom door frames privacy impossible .the food service hotel restaurants mixed best expensive , drink chicken wings ice-cream bar pool 50 getting washcloths took additional calls housekeeping daily despite leaving notes big tips small hot exercise area	3
not bad need cheap accommodation came taylor hotel having read mixed reviews thought we__Ç_éö benefit doubt , coming end month long trip usa room home comforts nice bed nice , room quite basic clean did job shower set smoke alarm management used , it__Ç_é_ true read curry smells couldn__Ç_é_ smell inside room	3
problems immediatly turned stained dirty looking carpet , warm nov . opened windows mosquitos swarmed , shower hole floor corner bathroom shower curtain , beds clean think , carpet dirty makes wonder , clean towels like tablecloths did job day breakfast good fix carpet	2
nice ambience good location tiny shower , just returned visit italy chance stay hotel pagnini florence , situated fairly quiet street near river short 15 min walk train station , aware addresses montebello little strange went renumbering places old addresses shown ended ringing doorbell residence learned hotel located block middle , staff friendly courteous , continental breakfast croissants coffee fruit served morning , rooms shared triple pretty spacious , room antique feel old world furniture , bathroom nice main complaint small shower stall , roughly 3'x'3 surrounded shower curtain tended stick trying maneuver , curtain did n't help contain water basin ended water floor time , worst shower encountered trip , nuisance recommend hotel warmth charm , plus try restaurant street hotel , unfortunately escapes begins m excellent recommendation staff featured tuscan-styled meals , good ended having dinner twice time memorable , pizzeria street really good	4
clean safe friendly husband celebrated 10th wedding anniversary first-time trip london paris brussels , searching hotel paris looked www .tripadvisor .com advice , sure glad did , picked hotel france albion based favorable reviews posted site , booking breeze , went hotel website responded quickly , plans changed arrival date , fabulous fabienne assured no problem no extra charge , kelly hotel plenty friendly competent staff helped complete tourist visa requirements faxing confirmation booking directly french embassy manila supplied copy travel agent , doubt hotels that .the room small clean , requested non-smoking room exactly gave , stayed double room bath upper floor , looking window bonus glimpse eiffel tower , did look past tin roofs not exactly pleasing eye long gazed upward eiffel view okay , used in-room safe did not leave valuables felt secure protected , morning leave room key desk fabienne weather forecast day , come sightseeing past 11pm , felt unsafe walking meters st . georges metro station hotel , skipped breakfast option instead bought delicious croissants , boulangerie short distance notre dame lorette metro station , narrow street church , corner monop grocery mini grocery store got supply bottled water duration stay .the hotel walking distance opera montmartre area , arrived london eurostar gare du nord station just walked hotel , website said takes 15 minutes not familiar area stop times check map took 30 minutes walking easy pace , great time paris thanks wonderful hotel , stay returned paris , definitely	4
just ok hotel granados 83 luxurious copy hotel urban madrid , stayed couple days room ok quite stylish nothing , food room service really disappointing staff did n't interested helping , say hotel forget week come	3
solid business hotel stayed hotel nights la , overall service good rooms clean spacious location great business century city hollywood bel air hollywood locations .there downsides hotel , lighting bathrooms horrible , lights bathroom really dark , management tried help putting wall-sized mirrors bathtub did n't help significantly , really wants mirror location , bathtub shallow like relax soaking tub end busy day wo n't cut , towels nice fluffy quality amenities .the spa letdown , walked simple manicure , women sitting desk promised confirm time day , no came 2:15pm following day asking running late , huh , no-one called confirm appointment tried charge , room service food good , quick delivery food tasty hot .the valet service speedier wait 5 minutes car brought , big plus , overall solid business hotel better spots close prefer	2
good 3* surprisingly non smoking room absolutely reeked cigarettes , asked moved waited 30 minutes bellman room , finally went got key moved , saw bellman stay , hotel room not quiet library library book concept clever , reading room complimentary beverages hors doeuvres nice touch , desk staff gave bum steer time needed jfk early morning traffic 1 1/2 hours really 15 minute drive used extra sleep , restaurant downstairs avoided costs , look neighborhood , hotel good value not quite solid 2 1/2 3***	2
wonderful place stay wife stayed 3 nights absolutely loved place , room better advertised courtyard awesome , thought small breakfast buffet just fine great little outdoor area , honestly not real impressed old san juan stay forget high rise casino hotels , able walk want , problem pool small view roof night gorgeous	5
disappointed having seen excellent reviews trip advisor previous couple months booked chancellor nights beginning september , unfortunately hotel did not live expectations certainly not hotel reviewers praising , incredulous arrived doorman stood watched whilst carried luggage opening door , attitude combined unfriendly staff desk tired shabby looking bedroom led disappointing stay chancellor , not recommend staying hotel	1
not impressed spotty service husband stayed birthday august 12-14th , stayed hotel weekends past month , better visits previous weekends chose stay time hoping good experience special weekend , wrong .initially excited concierge planning small surprise , upgrade complimentary dessert called confirm reservation know exact time arrival acknowledged birthday , lovely bottle champagne ice husband previous trips there .no greet arriving hotel carried luggage bellman saw coming hotel intercepted luggage , checked ann pleasant reception clerk remembered previous trips , told husband special occasion , given low floor city view looked pile construction , room plate raw salmon shrimp cocktail partially eaten , hallway smelled .after returned dinner later evening food hallway bag garbage room sitting outside , noticed drain room clogged decided report morning .after returned hotel 4pm day clog drain not fixed no special amenity delivered garbage bag morning guests room room not cleaned , called asking room cleaned drain fixed , husband inquired separately gentleman guest reception assured fixed additional special amenity , way dinner gentleman elevator confirmed hotel room number publicly remembered husband item list , returned dinner night plate chocolate covered strawberries room , unfortunately not eat warm just dinner dessert room cleaned albeit haphazardly hastily not drain , figured checking morning refrain commenting problems overall stay hotel price competitive not service majority hotel staff , think star property simple unclogging drain multiple requests , bright light stay came kamlyn rise bar , infectious laugh great demeanor attentive mingles guests , disappointing stay anomaly likely stay true 5 star properties time ny	2
love stay loved hotel stayed family , clean rooms modest interier , thing irritaed warm room did n't know tern , great location	4
not bad stay stayed hotel family attending javaone 2008 . lot positives hotel disappointments .positives 1- great location , easy 80 head oakland easy water easy 101 head silicon valley , nice walk moscone center 2- sleep 5 comfortable room 2 queens sofa-bed 3- great price , hotels area good value , 4- helpful desk staffdisappointments 1- poll small , deepest end 3 .5 feet yes just little meter , shallow end 3 feet 2- parking expensive , 50/night include taxes 3- 2 5 nights housekeeping sheets sofa-bed , time took 3 hours arrive 4- day arrived street main entrance closed making difficult hotel	3
no hot water bravo beach okay , not island stay , beach rocky unswimmable not blue , wanted love hotel , liked decor aveda products 300 plus night did n't hotwater , told desk immediately did n't , send repairman informed hotwater heaters suck nothing , spent entire time hot shower , not cool , food restaurant super expensive , did n't type discount inconvenience no hot water , asked did not receive , n't stay , recommend stay island	3
best hotel seattle stay seattle times month , opportunity stay hotels tripadvisor list cheap boutique , money hyatt grand best deal , nicest amenities friendly staff , hotel excellently furbished 24 hour gym	5
clean comfortable central missing stayed jazz week not fault cleanliness andcomfort rooms , enjoyed room service pizza delivered promptly , did feel hotel slightly soulless extra touches long way making guests feel welcome , example complimentary bottle wateron arrival feel appreciated guests endureda long journey , received come expect hotels lower rating extra touches really make difference , general ambiance public areas reception bit stark unwelcoming	4
faultless can__Ç_é_ really add positive reviews submitted hotel , just like say staff friendly attentive breakfasts bar snacks excellent rooms simple high quality , great stay exceptional value money compared london hotels , need stay london not hesitate re-book city inn .one tip book direct company website saved 2 night stay compared leading online hotel reservation sites	5
great boyfriend stayed millenium hilton weekend celebrate valentine experience great , stayed 52nd floor view amazing romantic , staff polite prompt , area busy daytime took walk evening quite pleasent , plasma tv nice touch bed comfortable , pleased stay	4
solo arrived late night check not problem , got room room nice buffets okay things buffets wake lete morning drinking miss breakfast buffet got la cana buffet , just hours buffets not cool somedays went hungry no buffets open , not resort just food exact everyday lunch buffet hot dogs sliced pork chops french fries , beach awesome , want money crazy want shoes watch , resort	2
stay away , beware , not typical best western , highly disappointed hotel , problems included 1 . smokey bar elevators 2 . did not receive requested wake morning 3 . elevators dirty dried spit inside door__Çî_f time dry time clean 4 . dirty/stained carpet room 5 . no cold water__Ç luke warm , 6 . no working internet service despite advertisements website 7 . elevator broken morning 8 . poor tv reception certain channels 9 . volume set extremely loud tv turned 10 . dirty walls stains marks easily cleaned attended too__Ç disgusting , 11 . complimentary toothpaste expired cracked cap dried , stay away dump , overpriced bad shape disgrace rest best western chain experienced	1
great location stayed daughter hotel short city break feb 08 . great location 3 minute walk dam square , felt safe walking night hotel clean friendly room fine not small said , breakfast excellent cooked wanted , big selection breads cheese cereals juice fresh fruit yoghurts , definately recommend stay again .eat argentinian restaurant walk dam square best steak really friendly service	5
great vacation ignore negative travellers , just quick note sirenis cocotal .we travelled april 18-25/06 family friends , travelled extensively throughoutcaribean past years , concerned booking holiday read negative reviews , went hoping comments travellers fussy , amazing holiday , cheapest trip taken , food great italian background food concern , pool awesome , beach beautiful , entertainment entertaining , rooms clean , staff friendly , dined different specialty restaurant night problem reservations approx , 10 minute wait no big deal , lounge chairs bea big problem reviews issue early early walk beach saw upset chairs , took snorkling gear coral reef just feet beach awesome fish incredible love bananas , took cheap disposable underwater camera fantastic .all stayed resorts quality paid 1 ,000 .00 cdnmore person , looking forward sirenis cocotal holiday going book twenty-something yr old kids friends great affordable holiday spot .my sugguestion n't pay mind negative travellers , negative travellers favor stay home	4
checked early , website sounded like great deal good central location , supposedly guaranteed late arrival king non-smoking room , arrived 10 pm no free parking spots seen luckily spot street 1 person working busy desk , quite wait told room left smoking 2 doubles despite guarantee confirmed , given hour took , room clean hallway did smell smoke , addition sofabed springs poking not 8 year old sleep , offer sofabed not usable , finally not hotel fault room overlooking lumberyard way began working tractors heavy machinery 5 , offered possibiltity changing rooms later day chose town lovely quieter doubletree expo center right water , roundtree n't guarantee usable sofabed street construction hotel , sleepless night , complementary breakfast nice little room sit dining area , not recommend hotel unless really need area , perfect location need boston medical center deal noise	1
elevator horror husband stayed 6 days 2 days elevator broke day broke too .. horrible line just elevetor people got trap elevetor rescued 40 mins , talk person trap said boiling hot .. summer time 40 mins , help , thats just sick , 35th floor nice view elevetor issue wait like 5-10 mins just use elevator , people nice room clean dont expect like 5star hotel room cuz not , just like ordinary motel room .. oh parking guest pay 15 good 24 hours , theres no complimentary parking space , recommend just look parking space streets free enjoy	1
outstanding great ambiance superb customer service , absolute gem botique hotel , far batting average hotels 100 thanks web good research , hotel v minimalist__Ç_é_ dream classic louis poulsen artichoke chandelier hanging bed sleek teak shelving bathroom terrazzo shower floor , staff wonderful oh hip helpful__Ç breakfasts__Ç , measure generally judge property fantastic complete new favorite vacation toast topping used just nutella it__Ç_é_ nutella hagelslag chocolate sprinkles , yeah know bit redundant oh inappropriate breakfast vacation foods corresponding day irrelevant , furthermore hotel v resides perfect neighborhood setting set day adventures discovery	5
mixed feelings wife spent weeks honeymoon royal hawaiian october 2006 following wedding las vegas wonderful week 5 star luxury , looking forward week paradise travelling half way globe , arrival airport concrete 70 monstrosity arrived waikiki darkness say high rise jungle not envisaged , hotel pleasent suprise surrounded exotic plants burning torches lighting way , really looked impressive different experience usual modern concrete boxes , disappointed not offered flower lei arrival staff appeared wearing wished feel cultural experience having visited islands , travel agent requested honeymoon upgrade available none forthcoming , stressed occasion bobby check-in assured fantastic room looking coconut grove allready reserved us .our garden view room shock say not nice variety , room dark heavy floral wall paper tired dark green carpet crack ceiling rival seen arizona desert , view no balcony window obstructed flat roof directly opposite scaffolding adorning building works shopping centre .the worst suprise bathroom miniscule pink exterior antique fittings .it goes saying no gift wine fruit flowers mark occasion .on plus bed special , comfortable slept well .on brighter note location hotel pool area great , staff friendly really enjoyed pool mai tai bars , try pink beer , massage spa complex wonderful little expensive .the surrounding area great experience cheesecake factory hula grille coconut willy bar market .we check day quake stay extra nights cancelled flight .the staff helpful moved room big improvement , obviously expence did free coffee able buy make breakfast no food day , loved island definatley return day , hotel charming initial suprise did not regret staying worlds apart stayed like living 40 movie .i think key look photo rooms know expect mybe vocal not satisfied	3
roomy place walkable area seattle located denny way park , considerable noise police sirens nights , bedroom small just room walk bed , living area nice roomy , bathroom small no sink counter space , mirror entire hotel room sink bathroom making hard females ready morning , loved breakfast morning included hotel price , slow internet	4
just okay vacationed barcelona 4 days stayed gran torre catalunya , reviews fairly accurate , hotel close metro clean friendly staff , mind hotel not unique no character whatsoever , walls inside room noisy , disturbance caused cleaning staff makes difficult sleep , hotel close major train stations lot traffic noise sirens , hear room 22 stories high , price makes hotel attractive main reasons ranked high tripadvisor , think better far location , recommend staying barri gothic region city , desk knowledgeable gives great suggestions tapas bars siteseeing shopping , strongly suggest staying hotel 2nd choice	3
service service , arrived renaissance friday expecting work renovations taking place hotel certainly not 5 star walking corridors like college hospital overall feel not feel relaxed certainly not european 5 star hotels .our purpose use hotel base city did not use restaurant facilities not comment those .the hotel lobby pungent sewer smell occasions not sort thing expect 5 star hotel .this leads expedia booked booked phone agents centre , expressly asked twin beds told booking basis .on arrival hotel told double bed room no rooms available , 4pm afternoon asked put-up bed installed room reception said chasing times .we checked later evening returning not told no put-up beds available .we managed change room twin following day .so summary sort hotel not not 5 star not rate service based experience , money better deal city doubt .in addition not book hotel accommodation expedia told thing arrival given another .the hotel did little help return chain again .hope helps	2
vacation disaster breezes punta cana boyfriend stayed breezes punta cana 20th 26th disappointed , resort desperate need new management say , problems encountered difficult simple toiletries towels wash cloths soap replaced calls , did not restock fridge soda water coffee creamer multiple calls , sheets pillow cases not changed prior arrival apparent , leave multiple notes finally changed , resort infested tiny bugs flies , eaten alive , flies food , speaking food food terrible , sick days vomiting diarrhea , food sits outside heat cooked glasses bars rinsed not washed , n't rocket scientist know unhealthy , vip breezes personnel hounded guests join vip breezes club supposedly offers discounts breezes resorts , harass annoy sign , unprofessional , n't make appointment just not room yes remember demand explanation did n't , told allowed 1 free non-motorized watersport rental boogie board 1 hour stay , pay , understand paying extras parasailing renting motorized boats boogie boards , make reservations snorkeling excursions make reservations day advance pay , cancel n't money , travel agents brochures tell not necessary tip believe wo n't service unless , not saying breezes resorts crappy sure got heart set going punta cana pick somewhereelse stay	1
great stay l hotel stayed l hotel hk week dec weekof jan . great stay rooms small typical hk size say , nice sized table chairs room helpful laptop , rooms clean customer service great .really nice large sized bathroom heated floors , housekeepingdid good job cleaning rooms gone .hotel convenient causeway bay minute tram ride away 2hkd .internet quick ethernet cable bottles water provided daily , refridgerator available room tv , gripe relatively slow elevators lack iron room housekeeping brought quickly usually 5 mins not really issue , hotel rooms floor hotel quietand did n't experience noise issues 23rd floor .tv ok lot chinese channels austrailian german tv , no american channels did startv awhile shows .all satisfied surprised disappointed unless expecting 5* establishment	5
small located reviews emphasise rooms hotel small , not exaggerating , rooms tiny , aware american visitors expect generously proportioned rooms seasoned uk traveller n't think stayed smaller room includes city centre ibis rooms , said rooms equipped venice tourist wo n't spending time hotel room case , stayed double economy room 202 think hotel makes size compensates terms location , really stone throw st mark square easy san marks san zaccaria water stops .as reported management team friendly efficient hospitable n't think inclined speak quite gushing tones reviewers .would stay , probably , inclined chance arm little bit space compromise location , venice compact city location hotel n't end	4
crap motel not website , previous reviews indicated girl reception rude patronising individual , trying teach younger girl use showing no joy doing display type displeasure clients opinion not acceptable .i felt really sorry younger girl , rooms nice pay not really good , no balconys no rooftop n't fooled , not opera house rocks motel , fiance took birthday gift seeing opera house pretty annoyed not appears website having nasty girl reception does not help , indicated previous review trouble parking went forth motel car park sort tickets , just really bad management	2
hidden treasure , seasons san francisco hidden treasure , really hide hotel valet parking market street 3rd street lobby 5th floor not sorry loved loved loved it .amidst busy streets san francisco moment walk hotel elevator lobby feel like entered new world .all staff desk/valet/bell man/restaurant staff extremely professional helpful feel special , 500 nightly room rate expect not location excellent location market street close lots shopping walking distance union square shopping walking distance chinatown care venture cable car fisherman wharf close hotel , sure pay fare hop ride , 5 way wait long summer , best way experience san francisco foot cable car .room/service stayed deluxe view room 17th floor facing market st slept , rooms clean beds comfortable bathrooms beautiful l'occitane bath products , nightly turn included bottled water music room , nice come long day about .restaurant got bed breakfast package stay service excellent , food fresh hot , staff polite professional greeting entered left restaurant , nice way start day .parking prepared pay 48 nightly valet parking fee in/out privledges no parking nearby streets/ no self parking hotel drive paying parking , hotels san francisco honestly not need car san francisco unless plan venture outside san francisco , day trips monteray/pebble beach beautiful drive coast approx , 2-3 hrs way , encounter fog/rain common drive time year , check weather , ca n't say seasons understand 1 ranked hotel trip advisor frommers stars way definately return .i recommend hotel business travelers couples romantic getaway not hotel families	5
modern clean cool stay , really nice located modern hotel good facilities .the air-conditioning godsend height summer girlfriend verge meltdown arrived recommend families couples lone travellers clean safe good value great base stay barcelona	4
warning not stay worst hotel booked did not room booked said 4 months earlier , got hotel did not let till 500 check 300 . toliet spraying mattress 2 inches overall horrible , drinks warm , no swim bar like promised	1
nice hotel great location great place stay certainly choose london bridge hotel trip london , rooms stayed different occasions clean staff helpful friendly continental breakfast sufficient nice fruit salad fresh fruit not tinned kind real treat , suggestion regard rooms reason giving four-star not five-star rating check mattresses specifically speaking room 316 , bed mattresses guess preferred guests noticeably worn , did not mind bed slept not nice people staying room sleep worn mattress .but london bridge hotel great value money paid 70 gbp night incl , continental breakfast booked skoosh location certainly second none surrounding area not hotel hell areas earls court paddington station need shops restaurants easy walking distance , getting hotel gatwick city airport piece cake , arriving city airport best stair-free way hotel use borough high street exit use escalator exit reach street level exit wrong road turn right leave station second road right london bridge street	4
not recomend , location not close notre dame advertised long walk , staff friendly helpful , room small old furniture clean , bathroom fine , night room hot sleep window open street noise loud .i asked hotel staff book paid directly airport shuttle early morning flight , lobby waiting shuttle showed desk clek receipt , called driver luggage help board , make long story shorter boarded wrong shuttle missed flight connections , expensive rebook flights , called hotel refund 2 nights stay help offset expenses , not accept responsibility nor offer weak apology	1
fit queen king real palace- fit queen king , feeling luxury public rooms , domed lobby/restaurant fabulous , best breakfast buffets had .incredible assortment foods beverages including sparkling wine amazing dark hot chocolate , way start day , definitely 5 stars , guestrooms not luxurious public rooms not standard room , fact need paint job , bath chipped paint carpet torn bedroom dirt marks ceiling , bedding comfortable , definitely not 5 stars .excellent location- street form pardo tourist bus thyssen museum .helpful harried concierge door staff .attentive service restaurant , good gym faciltiy little difficult	4
all-inclusive kind interesting note wife not normally all-inclusive resort travellers things did n't like types places general versus location specifically .here demographic profile background mid 30 6 month old motivation safer trip honest start things really enjoyed things wish known:1 . line staff , think reading reviews different resort , working staff friendly , wife travelled 20 countries continent dominicans 5 friendly people met , having little munchkin child-friendly culture speak passable spanish , said saw guest efficient friendly professional , thinks better service north american better european hotel let know staying .2 , beach , said avoid excess superlatives truly beautiful seemingly endless beach applies bavaro resorts way food , ok best times easy cook 800 fussy people 3 times day day year , given constraints mass cooking really enjoyed food , buffet breakfasts great lots fruit breads eggs lunches hearty good variety dinners notable exception asian night good , suggestion not miss gala night lots delicious carved meats unless vegetarian definitely miss mexican night dominican night mmmm sancocho soup , theme nights located board main reception , went spanish la carte really enjoyed spain mexican restaurant really enjoyed , supposed asian restaurant getting lots negative reviews judging asian night buffet did miss .4 , rooms , rooms spacious clean , watch n't junior suites near outside resort villa 60-65 older not laid inside .5 , facilities , lot , tennis archery b-ball v-ball watersports , hurt head figure happening reserve details lot fun , wife played tennis everyday played beach volleyball everyday .here things known ahead time looked resort .1 , man place big big far concerned , 3 resorts share common facilities , good news lots facilities , bad news walking struggling things map , dollar confused person came aimlessly wondering grounds paid trip , bigness meant forget room lot baby half mile room , not kidding covered 3 km day just going place place , means really meet lot people just people work stay there .2 , despite having nicest beaches world rooms beach , guess example responsible enviromental land development policy vs mexican beach high rise experience means 5 hotel rooms actually beach , 20 rooms look pool rest grounds , no way reserving beach facing room basically try best good luck , set getting beach facing room romance suite beach book royal suites rooms connected beach rooms , expensive .3 , no central organization effective communication , cruise look forward daily itemization activities specifics hoping experience wrong resort , generic list events applies everyday likely printed years ago , things happen n't , happening need compass personal guide , end week sense things fun time come home , really use promoting excellent facilities events planning communicating lot things people , hopefully read threads .4 , ok towel thing , humourous little sad blurry-eyed people scurring pj 6am seats pool beach reserved towels footware , thought did morning just decided chances everyday usually seats reserved not used just moved chairs theirs showed did , childish changed .just fyi stuff none plugs 3 pronged plug just 2 .- no cash machine cab bring n't feel like leaving resort- bring big bills 20 desk change tips , really desperate la carte no room try 5 seating people , saw work , know bad habit works .- spent lot time just lazy met people did local tours went plantation local school loved , said great way domincans lived , fun	3
worst receptionists hotel not awarded stars , yes rooms flawless lucky assigned medium sized small rooms , yes breakfast affluent yes complete hotel decoration beautiful stylish , location perfect , staff generally friendly adequate , service reception desk worst deal seen lot hotels especially spain , arrival wait hours room , time sent away given promise room certainly ready hour , time returned room not cleaned , finally complained instead getting apology treated like small children , n't mention no champagne guests select , did glass , yes suitably dressed yes know behave , leaving not possible room longer no guests arriving , finally charged 10 euro calling taxi , leaving beautiful city reception desk hotel left feeling quite uneasy	2
nice hotel booked nights month ended cutting nights return ma deal flooded basement place huge does n't long lay land , mentioned hotel not right beach street kuhio section waikiki beach , did n't like enclosed beach ventured sheraton outrigger etc . enjoyed that .room lovely nice diamond head partial ocean view , p tower , friends k tower deluxe corner room amazing ocean view .very comfortable bed pillows nice staff	4
hairs bathroom , stayed nights early feb getting special deal 99 night staying 5 nights .the hotel room decent size well-maintained kitchenette quality cleaning left desired , hairs bathroom floor arrived , days waiting ask cleaned .do n't expect check-in staff helpful twin considering cot fit tight squeeze .overall good price poor service	2
going , stayed diamond palace hotel casino summer great time , room clean amenities hotel , hotel staff pleasant polite , small problem/question went desk spoke employees young lady named niomi helpful man named edwin , did best help solve problem accomodations called assistant manager hotel , manager named ms . mildred rodriguez went make sure stay hotel anticipated , suggested fine restaurants area sightseeing places metro area countryside towns , el yunque rain forest beautiful places visited , just breathtaking , family pleased way employees presented hotel , going holidays definitely staying diamond palace , recommended hotel co-workers friends	5
like 2-1/2 star hotel grounds beach nice , best say , room changed just like half people met , not friendly staff , shelf liquor bartenders drinking , open air restaurants flies ants birds taking food buffet tables , small pool rooms , felt like ground hog day food entertainment .i not recommend resort	1
wedding wonderland pickey stay wedding celebration , omni exceed expectations , desk fabulous concierge staff smart , person extra special lex , met city hall going married touching hand-written note honoring momentous occasion , yes clock time , entire facility wonderful including upgrade suite excellent room service picnic lunch limo contact flower bouquet etc . people make hotel truly special , making plans return anniversary	5
class airport area hotel stayed sandman 17 days trip canada catching flight early morning us .i highly appreciated in-suite washer drier did fantastic job delicate stuff new spotless facilities super comfortable bed quality linens towels , great views airport airplanes mood day day homeland security officer rude outrageous ruined departure caused flight delay friendly staff	4
yecch , hotel la playa seedy feel moment , walked room smell cigarette smoke overwhelming , surprised moment commenting maid emerged bathroom cigarette dangling lip bed uncomfortable sheets itchy , bathroom sketchy warrant wearing flip-flops shower , drinks bar tasted like rubbing alcohol specifically ordered 2nd shelf liquor , overall place just dive .like travelers tight budget , night san juan stayed gorgeous guest house andalucia ocean park , exact price worlds apart , trust not need punish stay hotel la playa just save money	1
good great room nice decor french , got great price hotel web page , special problem construction going forget naping afternoon noices 9am 5pm loud , hotels old buildings problems continuous renovations check book , expensive breakfast , excellent location pricy	2
star service star prices , not understand sheraton allows used run-down poorly-serviced property , company booked days assuring staying star property , moment saw garish silver red exterior felt property , inside worse lobby dark grimy , bell hops refused carry bags check-in unbearably long .but gets worse .like recent tripadvisor reviewers spg starwood gold member desk reviewed upgrade spg agreement , told n't participate program , sheraton standards way room carrying bags appalled condition hotel , carpets dirty mussed pulling away walls , room water stains walls bathroom furnishings ancient , complained desk incredibly rude .beijing bursting new quality hotels advance olympics , better options , options clean up-to-date staff does not treat customers contempt .i hate hotel olympic visitors arrive getting elevated star prices .if n't believe read reviews , wish somebody office read booking awful property .better two-star hotels exist beijing half price , sheraton needs clean facility current management , wo n't stay recommend avoid costs	1
